acidity,caffeine,aroma,texture,bitterness,sweetness,body,aftertaste,color,roast_level,quality_score,quality_label
4.287134647448356,1.1322531777766445,7.124493718672418,7.923008330543203,1.3509641131742043,4.640746470164827,8.606087663464313,5.483169491932381,8.376623825928803,medium,4.302517986141254,low
4.147917527963173,1.7674415357516735,6.890600928530217,6.621972119688374,1.2786021182740916,1.6151788027896274,8.163337484291521,7.203793708924213,8.993722146951736,dark,4.590249574933759,low
3.936843710297063,1.69791162846039,3.459335742983884,4.437456756876063,4.4918808395218255,8.053838582356965,2.576108261173179,3.2708073436271836,2.7929771725336883,dark,4.330362142594765,low
4.417779342083569,1.0214252232276528,9.557772060253694,2.851185359759996,2.4402244281687464,3.571824921334354,7.0548815297122,3.769938147638342,3.5576586614055588,light,3.406864446359088,low
3.709240790978063,1.0512191880040525,2.3595210260281023,2.092477763434658,1.2101688669536732,4.894901916393364,2.984538370920824,6.522741126904454,3.6007167242895264,light,3.4131461853349085,low
3.9382169728028273,1.2445665233496583,4.891013209383417,6.5351167123498,7.805922525551591,7.168994948997113,2.96386781096955,9.081417640993632,4.3934853790152895,dark,4.894591161631185,low
4.049542764940537,1.3814275822292257,9.49254328150839,7.971704025740092,5.126707079937016,3.992105414338408,8.866645959746666,8.289319782726094,4.539886033466699,light,4.011232925630871,low
4.184104976325554,1.5419057258363553,4.7775458523351,6.795138281870176,3.603202947753891,1.5092709053204407,3.2470205746620713,6.248171971896252,5.900997921892079,dark,3.9363616038469695,low
4.67776394208952,1.242696367483727,6.74673352897677,5.772719199242425,9.100748647148327,4.365289423115322,3.369226118662101,7.571995459815243,2.4389178702979724,medium,4.695490371668064,low
3.7995106732375397,1.3550416593597774,4.578349581665148,1.3775610108847265,2.0452506418047305,9.50003724424873,1.005880516851696,4.283402231870188,7.221219974073904,light,3.5894323630890694,low
4.271351657620418,1.6969651257605078,3.4679368211380304,9.716398998349455,9.603269460597874,6.775609575687024,8.83602130712966,6.76868975288882,2.5080988537405586,medium,6.07971389844197,medium
4.388621853293063,0.8440198434687175,9.855798831638454,8.18842772489117,3.8257004563961754,7.043312338004863,8.133353318882213,5.195634320148013,3.7927763389409277,medium,5.00867134315561,medium
3.5696756190799968,1.102924333212825,4.684006056835387,3.6353983303086825,8.995633050778132,6.690539382738758,6.645960415816102,2.7094252281180484,5.530106175455386,medium,3.454320331649467,low
4.411317277852158,1.6560195030614628,9.04689283311221,9.819732964229656,6.426485888315154,2.7909292506349312,7.752391875449581,7.315644464895315,8.167965053711296,dark,5.676775126894768,medium
3.7557861855309373,1.8742482052246392,3.0695914530197754,6.416934306726899,8.440366237673388,4.765004776920521,2.3684371068204264,6.008181736139398,7.655223099148546,medium,4.552864632820427,low
3.5975773894779195,1.4140129305387994,2.9179423362257495,6.241803923865218,9.856118468894179,7.758458185269864,5.124912351288179,4.227594237582323,6.8098092076947,medium,3.894686603618916,low
4.92332830588,1.4385361823183787,1.2802067459606024,7.732658614865789,3.5956489403687115,1.9123560779784323,4.160974486139028,9.202052710707676,2.4019593452215315,medium,3.3338791534784686,low
4.948448049611839,0.9286064136077313,6.865001428382966,8.305928092811238,9.650219368668337,3.5006749848074104,1.8439887363131484,1.1884070604405994,5.9234081105401994,dark,4.1326100115067925,low
4.712596022174692,1.3368948401881457,4.316737093513851,6.9083074659835235,4.505337054121783,3.4868719761926825,5.375174366934317,3.841958361245464,1.7870185161989691,medium,4.405229870131628,low
3.956920653760056,1.4391407197460278,8.779224248556734,2.1528617172958002,4.4696071426323005,4.888170348350554,9.286656853083718,1.511932579998819,4.396268591169857,medium,3.5042828769391208,low
3.6465081710095757,1.0909646043616756,5.258889160224014,4.044407553950485,4.063483938290551,9.823318668479665,1.3605320714562503,7.898745845994645,4.721648772609632,light,4.461601148346849,low
4.526349539768235,1.1230918771392573,9.713740851232496,9.352752762934447,5.872668466128267,1.6075229201543975,3.623148221444145,7.3189670870241335,1.3583029550117844,dark,4.299823610717612,low
4.160228740609402,1.252740995725547,2.6697296413280904,3.0215405065946674,2.387305388606384,5.668308949425355,2.867868425851331,3.9821699686268532,3.4658928952297465,medium,3.703131756294777,low
3.683057352267168,0.8240854373332717,8.817608511600497,4.34950321453762,5.983403368222101,2.614282138109894,3.1433198829912667,7.080966119863657,9.600845205398404,light,3.146718796201313,low
4.242765365166905,1.186494998699814,7.989371675125676,4.888691946497763,5.875343311690036,9.736088908687698,9.175910966914378,4.563435035763549,9.582693470467206,dark,4.487732939032665,low
3.5515827816728276,1.0537376083958536,7.938296601796468,4.95464490725007,7.85711631344383,2.019731542547178,5.212621488108611,7.806284122801909,4.1709434882728535,dark,4.5430616345218615,low
4.863980603118173,1.1929968226134977,8.60304905305199,6.5164562424507295,8.50284965743827,4.632409021254321,5.196694716458369,5.0876529646303545,1.3879009805349165,dark,4.470719516821045,low
3.8881699724000254,0.9437145581831015,7.84921591848699,9.487682539702368,4.963972152811817,7.6409648635114555,7.8451807820975406,4.71051755048499,2.611854453953634,dark,5.127493845581612,medium
4.493783426530973,1.868632736887874,6.635982894682739,3.1662344064925447,3.7209992441634436,7.340989852247008,2.390429836044332,9.412569239394708,4.529960140901862,dark,4.31494214975911,low
3.9675666141341166,1.5123109442648586,2.1812038991414884,2.0935123867082623,3.33401407585385,4.8045577320453905,5.385388186900457,3.2579118990163023,9.530017281723069,dark,2.4468168759615825,low
4.280102031766717,1.6149227829733874,1.2927356154212672,2.777234408739436,2.7516145303438475,4.118717511574464,4.869866927089538,2.084026059969089,2.270791571834664,medium,3.552689011051741,low
4.320065419014919,1.7470054863288058,9.287630630341182,8.982324101883425,1.5188282397912238,4.578511406975835,6.372196214919905,6.260888019335123,7.8716425930139104,medium,4.785204059352418,low
3.7772816832882907,1.3981306387148686,6.549852830686643,6.812297313896854,4.08203180951242,3.3784863684277537,9.996019329253947,9.72389631055761,1.9781428543722286,medium,4.726985135062402,low
4.954376941646838,0.9043043457049085,8.168835618785586,3.573161103152441,3.4322292291770493,2.847996448361198,7.925040046738424,4.40055292354468,9.831318196521492,medium,4.418556276213477,low
4.662699235041671,1.4445278501822574,5.33370116361295,8.343522450717554,9.697756472797666,5.34735727803001,4.580791327156845,1.5583308726590337,4.4345484919822145,light,3.4061326895802093,low
4.909248412346283,1.5042093416250548,2.0557737006615504,8.752329967270924,6.019379436250396,3.416803804608466,8.447977470466423,4.0537474057861065,7.9771108500915044,medium,4.5208111434718,low
4.842241025641473,1.6945273690211962,2.126672129822954,8.618629048212503,4.125493351274568,3.587154984075251,2.5363752698123214,5.553384888876026,4.083319745300186,dark,3.8121986294756374,low
4.396849968216628,1.3179914554756151,7.170087585060743,9.27033880275599,6.224208408943264,6.910804571271013,1.274173176780641,2.4573070596899234,6.649019894429278,medium,4.471291528945248,low
4.8828113525346755,0.9530963633546765,4.872753054095164,3.270169181560254,2.2527703121112594,9.71683598529903,2.8400353521784574,6.922919962508429,2.728144762660331,medium,4.577728066821544,low
3.6327387530778794,1.1405310869584695,2.8047225403030307,7.795377358716505,4.996393742819826,6.432734805034376,4.063704005028336,9.979744501091805,2.3141891736726627,dark,4.337304751406885,low
3.7939742936287177,1.235698755678362,5.424350920672932,5.14485547546726,6.636108892789575,1.6928152035846966,5.595226817136039,5.065655283832994,9.442577256113182,medium,4.078971154587294,low
3.567840933365807,1.5751006895979214,1.577880433676207,8.577986976010553,5.400080486132063,1.680252524686603,6.536162264870798,4.192557010571914,9.258825501139901,medium,3.5078266772790196,low
3.9879954961448965,1.4849339656026943,6.237742617229589,7.5564160944545185,4.616009205888918,9.562808987610094,9.195451454929795,4.6063375015101995,8.98722046191594,medium,4.835421389975369,low
4.083015934534223,1.2273160710774156,3.4209406399158793,7.9880270184975215,9.944635500097284,3.6756171127660027,5.588686085954119,2.03631560555681,6.628901051499341,light,3.931810786251455,low
3.907023547660844,1.9838182985515755,8.178031905734693,6.905456539129643,8.922832859340343,1.828602874742279,5.511480801631564,8.949462412836013,8.274413900946504,medium,4.514842738607797,low
4.743106263727894,1.5269297832282644,3.793257630312164,2.596858925227362,6.610653623434961,6.391401284353434,1.452187088406839,4.733430899692168,1.621332432202374,dark,3.7707192866922776,low
4.035129990040383,1.0846721500831933,5.09698134173621,5.905242270072445,6.124396250640545,6.612839004612395,1.3142039739060143,4.485469702823572,4.013101377016112,dark,4.198554218777298,low
3.9214017645310713,0.9221389671444845,1.1045848591729057,9.862027655720574,6.585944318421257,6.836543381068194,5.960439657247349,6.937212456374269,3.823328122814406,medium,5.412098786251208,medium
4.314044124737372,0.9834309670211985,1.65202199015103,9.43649259847407,2.8118089704018994,3.4066182507178717,4.9436075192351,4.978300788380112,6.720807897573519,medium,4.455376890194721,low
3.711386337462144,1.0951492740614097,4.532442007660164,1.388563622173105,4.5562396893788675,1.1359961579302753,8.552623554822688,6.8341012192706145,4.2036199612357645,medium,2.8505320367625306,low
4.703295471131059,0.9928176479114669,5.319449512454112,2.483333341564934,1.3551357960180939,9.685138325090247,2.4461162624066066,1.5530166111770876,2.336561034793127,dark,3.679288368218296,low
3.6118259655196563,1.023880428861567,6.400184933073733,2.1855589610910573,5.27991433738144,3.2580374112199224,1.2247449590534463,8.323510093500047,6.368203678721893,dark,3.689182962081807,low
4.980330404900776,1.1421142024326165,3.624963208383729,7.53381918986766,5.887221255618969,7.084236592472927,5.0413489113711325,9.464535575914624,8.329455286021734,light,5.14713285361706,medium
4.658367153944987,1.0080483143537058,7.254836975138883,8.360067968712507,3.0497476249288864,7.3596688289083865,3.1373070107703174,6.838888475434474,4.439111450139759,light,5.01489717013794,medium
3.7980735223012587,1.8761185095517101,8.741101574702842,2.9216022967960473,9.676259624489624,6.490066753715372,1.446529360049537,9.591093359729296,2.1904184358863352,light,5.520415627421839,medium
3.5082831756854036,0.8962804947939707,8.018658900040148,5.552674236566461,9.185091498435177,3.816166547922834,7.52138458162866,2.3628908293296695,2.7701937758154074,dark,2.6747198619851407,low
4.723192142682251,1.4294136674843057,1.3565694281352143,8.5663272521008,7.499289119103153,3.439866283876592,2.0043369996152274,5.2967457053231835,3.137349746524456,light,4.501969488098902,low
4.560286015771426,1.2924761923875938,5.32456252532046,7.595213902896255,5.800479658888263,6.379014544324328,6.474875500069945,6.416260605509025,3.699078336950826,medium,4.578673652294457,low
4.593510752061481,1.9788543402903276,1.9443716057635738,5.880134849426635,8.829722436829165,8.794860702505224,3.529447751502002,6.23562982679068,6.785155634556782,medium,4.589827078692236,low
4.656905520028919,0.9344466826016629,3.178405142762747,6.313129214128956,2.1758710944111663,9.52060356031056,2.561464453195198,4.613156011801389,6.408509360839471,dark,4.561205833951525,low
3.6110669776011357,1.27742671885489,9.879963339404318,5.57524492224652,8.114588148473965,1.9531522396338188,4.417763706273857,4.042759684296352,7.264718754103352,light,5.028788478659201,medium
4.037698592816409,1.9633645199304426,2.282459886113619,3.677936061869385,2.1233873257016347,2.3934575133794787,8.213011986006583,2.1414162029537693,4.2625178607836185,medium,3.210349752853504,low
3.6738035892876946,1.8386085510727763,5.489993381062204,6.085197935731145,8.147895962944649,9.502626329047716,4.528842192141154,4.5256820550605035,8.415978866919804,dark,4.585726549779939,low
4.79465513881339,1.7804864851391358,6.563401608863072,7.199967718450816,3.481908114262213,7.628817055013133,7.756926842899501,2.463947335949366,2.8367889504018424,light,3.9902951968562492,low
4.434947190241337,1.1094833924539278,7.322184734896935,8.859906242747268,8.8938152291637,8.946944423467958,2.129376671192356,7.609291088429965,5.221366727663385,medium,4.21247279337893,low
3.996347037278974,1.005065104868079,6.036838151382227,6.726622185813232,9.49637884442858,2.8236937072180885,7.954942776985712,2.87947841945131,8.208448493872872,light,4.28747626127733,low
3.5953375254290356,1.6023718639093172,1.087937626772653,7.850093833388422,2.3391637246460406,6.288272839984617,3.132399924159838,1.5270877475608047,2.621427829593573,dark,3.597839261543047,low
3.9664734825734933,1.915251186953103,3.938151774195927,2.4406447145911567,5.164080445588541,7.310256349757263,7.096538168999855,5.971295240355109,1.9887680236670464,light,4.004503379562454,low
3.9877749830401203,1.4681154716167157,5.6594047904624025,5.154017269778109,9.828886403464166,7.121006969022754,6.092033993568967,6.357067594474614,8.953155709191908,dark,5.368866996374579,medium
4.594409267507096,1.4859352273638797,1.7907984923035003,1.0839845784438396,5.35066692375832,4.673365217800283,9.362302454905187,8.84721755152455,4.086366964832763,light,3.1900179841917082,low
4.45633620703282,1.135974912392341,4.155642380882627,3.220109780694607,8.771927702630906,1.1385540252217763,4.485902661777827,6.192834511759137,7.154831124181288,medium,3.826383206479696,low
4.830819113864489,1.7233915198303242,1.298827979122299,7.5381554360170435,6.298583699181878,6.246334511238368,1.595486699509964,4.109327683511012,1.2281374383754464,dark,4.217896489238528,low
4.208322387742924,1.0244524982690282,1.7072064743951867,9.926289562144271,4.377969171276417,3.2779138526164786,1.1723993699612762,8.227106933736884,7.210421995685047,dark,4.163981473265574,low
3.6793913689074524,1.1884150836850924,4.5723094858143645,1.8926028962849433,3.5720519997328317,5.052288215286013,8.441727048754778,5.862510038686789,3.844911803922735,dark,4.020642522466702,low
4.569867180834493,1.3105237263397003,2.194441786387543,4.613448842751595,2.8290078197747857,9.618229135754357,5.722620738952889,1.7135225616807257,1.5016676822869757,light,3.6775088021038074,low
4.641177572925346,1.409132454421346,6.107867634354023,8.200638718292435,7.856183722399275,4.591317858781912,7.977196466514544,6.09265504281922,6.488314853933053,light,4.811649835040295,low
4.341915796354244,1.0908916788980962,7.2051847222353915,2.8363207116600897,4.478864561407251,8.55821445997984,3.109830400103632,9.172166908794962,3.167234344658559,medium,4.277481471188381,low
4.656450769931841,0.9378041896870443,8.205280291981746,5.995764543720576,5.60147915980676,2.6968654517432604,4.105753709619103,4.566813629483985,4.48126517846692,dark,4.955406112301324,low
4.240693394546586,1.532744050929959,2.8013521982032907,7.597641664267073,5.430929320010637,7.052144482225259,1.2709348499018704,3.666932217098201,1.7252273105786222,dark,3.5180587054411,low
4.284099244072991,1.146356663888307,2.507343240331628,6.543869052341611,6.195511263098181,9.793062589950491,9.65343092116701,2.2912251131621804,2.324469259854508,light,3.9711025154642607,low
4.141311527537825,1.4974858657071346,1.9411105630096022,2.692222611538745,8.79019431062097,1.917037907856431,7.010811160307321,2.363009697418216,3.6817951194625937,light,4.1592166739959175,low
3.538128690116143,0.9852352583290428,6.72787224589273,4.198461118171655,9.826654092250864,1.074879480044728,9.398845789833755,4.89494335907637,1.8078355050414143,medium,4.164888337280053,low
3.661837140489957,1.377368122225781,7.35828153838211,8.054126060368574,4.668257877164352,4.902245133693529,3.389467666861651,6.361118417453766,9.197436382176837,medium,4.498339343447741,low
3.5471437785301014,1.439107319061903,1.2842753034307783,5.98803862718815,8.447670298956726,1.8336293474623049,6.503172501030948,1.7255386465264158,1.0544233886558056,light,3.2907258474909904,low
4.454615616895671,0.8621882441869123,9.42591021619321,1.0470665218862147,7.8807501518924585,7.7354591470860825,7.10649971463374,9.456117301226492,5.354741969778803,dark,4.590163674055621,low
3.97153397161449,1.2039251338327048,1.4677415528632518,7.848916840252844,6.1617605631001595,9.23093797463703,3.857947302318296,7.7962025570067635,2.109227123192963,medium,4.648537544608131,low
4.2628560367470545,0.9612976123267691,5.871667017709634,1.3178021944621516,9.604424292507398,4.90618875437883,8.632983115140672,6.279615264552964,3.7691118053015367,light,4.094153166352672,low
4.861349710889139,0.8760499645673213,7.381544675058247,7.711604044581089,2.804270639755625,3.3284047793989684,9.52445316610223,8.455948038450916,9.334536038364389,light,4.6916064236321935,low
3.8739383437233124,1.9879522788679342,8.83872211371477,2.8223250414871366,1.9833778927865926,4.909629871059488,8.963696059264038,1.7216808113090196,2.4552509794658817,dark,2.8342248391131273,low
4.115574384553445,1.1868246139696677,7.4267823891918505,9.622661321074421,8.6856577025988,7.511030360650009,7.6516027834543525,5.291549899598119,9.692490877464994,light,5.524731409355947,medium
4.6333267078145735,1.771849335025562,8.215552747628127,4.31146676171876,4.952348349703735,1.0814874542233388,3.497182117524586,6.67083814175497,2.8521493929047956,light,4.775852062295532,low
3.8431972482374337,1.1055687857165166,4.0550517328852544,3.942384547042712,8.622719687863544,6.305085905362275,3.5345443789506854,8.457876155064604,7.6740949762014665,medium,4.4104731718760855,low
3.6154698647431895,1.617803266668715,8.33342602371861,2.339992452992002,9.037811846758734,6.519625163986412,9.67024288401434,8.05122604044341,5.920095384075806,light,5.159958962199521,medium
3.934627179370652,1.7122734318676238,1.7210336174620764,3.750437939411934,1.562118342571643,6.73919422206342,1.0925604634212283,3.493623247420597,8.960308548370833,light,3.4046567144999758,low
3.7418319308810064,1.5147664887294132,9.05334990454475,8.889856856453804,8.951182866874547,3.178198719827895,7.4444497591793,9.467921526032839,5.985939299528178,medium,5.07568379430054,medium
4.89454647851386,1.3658914262601902,5.928331385383626,9.967009038645227,5.0348714983248,7.426474510403141,7.356215462997359,2.119112572877833,5.811032972406778,dark,4.2598592861411015,low
4.712180569346625,1.2942090969767222,8.355679929662443,4.314785774561635,5.59389240103809,1.8225233769859877,6.604205868548177,8.876202567590369,2.759122003315599,dark,4.1096101508228555,low
4.450105634765635,1.2186419198515943,5.070864560664702,5.037495678590883,6.639332599838892,2.7934330282012074,9.910979614781793,9.738462246441568,2.4960642584649286,medium,4.653165170351092,low
4.807190885281576,1.915434973097391,6.792199256768725,7.498638443824634,9.33744346057078,8.897230419890338,3.806914921873527,2.5943817090036303,9.248402360039627,medium,5.309161023217159,medium
4.705508115348672,1.796743289345275,5.737623948425019,8.97576202418567,1.1720448498678762,7.648508356539097,4.059746774139233,7.4985945778340675,3.9505437896503066,dark,5.511800979099679,medium
3.779855088329054,1.958032292799815,7.584305695797987,6.337399007681057,5.291591214860354,1.1237099861021074,1.710454626519,1.3625696690019862,4.348740294666063,dark,4.0909555985049755,low
4.838838497734967,0.9491566681826538,1.7346698382753063,4.523731283600464,7.189498381875046,3.235386343328202,4.9851832288936375,4.648805426252395,7.838412925855495,dark,4.1690845018538125,low
4.309013362873476,1.6770409702443732,1.5431687559150742,4.713596567637614,7.5043626192840565,2.929658346938481,3.349436736113633,5.646549692779066,4.049411341805266,dark,3.9933862020224584,low
4.711160232746094,1.9260085481852454,3.223929106091318,7.260563318471262,7.232791883833972,3.437256952332753,4.090480319598798,6.225807033186706,9.568562019751024,dark,4.055485134191646,low
4.84413694988524,1.0174796793987921,2.435902121018695,1.0289643724385082,2.2099161646730967,3.2280379325189776,8.511146112300649,9.423435234237036,7.641349920989203,medium,3.652032251321458,low
3.977005212457796,0.879795520840133,8.846052099329814,6.576304037138566,3.694560295345131,1.5627366616856118,9.419360621747462,7.050256185647752,6.37686318316078,light,4.173978178334164,low
3.665077886791515,1.689344779148071,2.9729258862223986,4.199437093972216,4.228439728753122,5.130464649371383,2.6715976480466708,5.331501560973133,8.928056444902772,dark,3.05447851951842,low
3.8419027438129127,1.4893677358158943,9.782787302372181,8.147775981493758,8.239934869115544,7.594601273075487,4.352580383981193,8.287075326393005,1.4464531751453449,dark,6.260636474831407,medium
4.140661682939385,1.8101945321099264,4.032062125939961,1.8369157584081894,3.508838851730977,6.4605855224569275,9.357675059038547,9.55479538858968,3.3135642297028784,light,4.69470186348095,low
4.72702214888374,0.9677268519515474,2.6390612411982937,6.2938204025355144,2.8963446748048285,7.055845017382718,1.5562761462030037,1.1985953381406176,5.18532700798819,light,3.047944110253099,low
4.791095874884515,1.7543207742318683,8.107286564282312,5.328756008975113,9.617032171342865,1.7303426068261523,1.8312447530024065,9.842691450304349,3.0428068552436893,light,4.931906344926543,low
3.510428195796786,1.0419527840572935,6.928369979507885,6.780929733147047,1.07976956602122,9.563416391591085,2.465118902856064,1.775189251573123,7.695146685719368,light,3.599311398014292,low
4.2661209538663485,0.9963871314388455,5.483761448078251,1.5836823503467152,9.980387701137804,8.546426504587224,6.356915507141872,8.329481013418853,9.272872279483526,light,5.176413386104366,medium
4.126116504723169,0.9971189575171916,5.998271958438681,6.219854086853181,7.091391689716561,8.245812866460964,2.354250439053977,3.5230127729627125,4.81393107937831,light,4.792455670590597,low
3.8331617157060953,1.7774896642776585,7.472816004450374,6.053361291635714,8.456223695042054,8.406854245375907,9.712687433056601,2.1896169197848456,4.079193401007054,medium,4.785537269589428,low
3.679798051000524,1.59823666483544,3.0560926719816885,6.045940849745539,3.6515745671157385,9.394394573194852,5.020430745326683,4.9587007574245145,9.653956589238096,light,4.271185730413041,low
4.006422757105442,1.4276785097229432,9.967005244510677,6.431388999368093,1.1288374990035397,5.898285695023279,5.513661643151497,6.795609215028522,5.003671895447868,light,3.8657590961468653,low
4.9143645558687785,1.2305965809482031,9.773138459321048,7.08821143503726,7.64082566705377,2.8025381608086333,3.2199275422486586,4.428566605211275,5.401435604043549,medium,5.0844373563727,medium
3.984804398031133,1.8526406489757299,6.852931177122432,8.244900997126928,8.507301373006083,6.551052470672871,5.238642271912601,1.4910886745442906,4.164848851077148,light,4.680254230678711,low
4.278185932615049,1.2709341289071625,2.7958820583623063,3.428386481153929,7.664285187581672,7.685933443011451,6.957222693733104,6.395150256928449,9.185936257109246,dark,3.9950847569904337,low
4.554528438342767,1.7799193273658926,7.122054181881622,8.425444691620559,2.285652585707547,7.6412565401862285,7.760594232586385,9.121629484996072,6.120599349536657,dark,4.415693008450052,low
4.045444403568941,1.3269618902842621,1.6497856808125826,5.484301140371082,7.7808513003127215,5.693041217501921,7.784812744389217,4.4489382935252655,7.859571284634802,light,3.9981980404730684,low
4.957673124081441,1.252333315309889,1.2758725198522547,1.6935245122089806,7.920305038968769,1.6161284740022026,6.201020014246795,2.946994998677443,8.306260465157976,medium,3.4615311027662794,low
4.943670942413167,1.3552157428035279,3.3191459966009234,1.5269583631958128,6.926864641030494,4.34001644587115,9.139237974944715,4.983196113395339,4.076641377255323,dark,3.012521686440734,low
3.877673443738046,1.1616534489969705,5.163606610653847,4.008144868264547,7.895043395160275,9.286899476170216,8.356670625754983,1.4352643994390277,4.90324898188342,medium,4.183771633217814,low
4.245872758838578,1.6971312562115015,8.814452548675424,8.064072794003208,8.613292957099588,6.260040187816834,7.813433032287628,8.384388260322474,8.636245969656382,dark,5.6879326296098744,medium
3.9513174647251543,1.403264468110975,7.544521627896772,7.369128412668242,6.522437028137126,5.84498748930142,1.5004496951241455,8.437067298551682,4.269298165082292,light,4.760747547121435,low
3.9272607415662013,1.0786552341761808,7.684358690799829,8.09753468205166,1.7974424257271115,3.419681629439742,1.0619016599768438,6.292004170866655,8.145416201066663,medium,4.312930530391183,low
3.5553304210317993,1.8794894879294821,4.829440010032679,5.655421507974484,5.388650287004898,4.31604027924921,2.9120254947592565,4.177926000445505,9.468930903169934,medium,3.812913624227454,low
4.414346500969845,1.2606694656478536,4.113414932922666,4.961790981599415,1.6988440120444457,9.058114802378523,6.9717123452210705,8.198050280012051,6.608893357612063,medium,4.521044846984417,low
4.254018534843292,1.4522634333367863,4.339348866861425,2.3270727403565554,4.667887279291877,6.998167427741522,4.700777399942912,5.992183223095305,7.674645587067,dark,4.266247667292541,low
3.577218126874984,1.8877665331574562,9.88884607362452,3.953734782483804,4.663958402130649,8.086483240770995,4.621656333693806,8.433390776950146,8.245875808370215,dark,5.22076352536526,medium
3.917969696354917,1.5490855950967906,1.3609827227123423,4.9061742955648775,1.5940885972621741,5.089108807608897,8.961281994066525,6.683129133247186,8.605356840069783,dark,3.9569666302886324,low
4.86239882894998,0.940277648850037,8.803283465102037,1.797403867116555,4.139384805725314,6.672224975105421,9.060065633186548,8.059649258915176,4.5554800407111635,light,4.763132410043742,low
3.8593428360004585,1.9277985483361701,6.208078677151541,2.985507574400901,1.9989828891218335,3.2354524786888677,9.182577376482271,6.38706693895984,1.4613711325839835,dark,3.3863510459112596,low
3.7173423081368346,1.5532496636857016,4.947538772706315,6.384027646573649,8.274116890083,7.349147472551376,3.8249026886352455,4.7272696139409955,4.616886441130656,light,4.2701676423871255,low
4.2341791404163445,1.2018867375885034,7.527318943736229,7.620968028152708,9.529192233680236,4.8484120033300355,7.219502314653356,9.621512739335238,7.063806068056808,medium,4.893717108031739,low
4.978475681165901,0.9671264871960648,5.380020472822325,9.985127602536547,1.6508482773214475,4.98290963333271,3.444698631469327,5.870024423909602,5.053153472027135,medium,4.5494508643377,low
3.8630829072672506,1.7528302271243552,8.860809142734945,9.39801998209202,9.596036865625313,6.843900921191935,2.715488497670048,6.445805666864845,7.740668357743587,light,6.284604032782214,medium
4.508203321108818,1.5440873071142163,9.106316776101327,6.783086795816724,5.703189394030707,9.42652559322034,2.661692116126323,2.984388754732743,4.212841865217975,dark,4.882402886152098,low
4.642429422993077,1.4401533103715858,4.795488341861098,4.791232479646649,3.696091101584865,1.5760571194775883,4.078968587772346,6.6308571048454885,6.712697269936266,light,4.054536227568789,low
